,rank,finalWorth,personName,age,country,city,source,industries,countryOfCitizenship,selfMade,gender,birthDate,hdi_rank_2021,hdi,life_expectancy,expected_years_schooling,mean_years_schooling,gni_per_capita,hdi_tier,gdp_2022,tax_rev_2021,edu_primary_2022,edu_tertiary_2022
1583,1575,1900000000,Roberto Hernandez Ramirez,81.0,Mexico,Mexico City,"Banking, investments",Finance & Investments,Mexico,True,M,1942-03-24 00:00:00,86.0,0.758,70.2,14.9,9.2,17896.0,High,1414187193992.25,13.8720298113292,103.358810424805,45.6506195068359
1584,1575,1900000000,Reid Hoffman,55.0,United States,Palo Alto,LinkedIn,Technology,United States,True,M,1967-08-05 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
1585,1575,1900000000,Hu Rongda & family,64.0,China,Jinhua,Chemicals,Manufacturing,China,True,M,1959-01-01 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
1586,1575,1900000000,"B. Wayne Hughes, Jr.",63.0,United States,Jackson,Storage facilities,Real Estate,United States,False,M,1959-05-27 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
1587,1575,1900000000,Hui Wing Mau,72.0,"Hong Kong, China (SAR)",Hong Kong,Real estate,Real Estate,Hong Kong,True,M,1950-07-01 00:00:00,4.0,0.952,85.5,17.3,12.2,62607.0,Very high,359838598806.091,,103.451057434082,104.223243713379
1588,1575,1900000000,Scott Kapnick,64.0,United States,Naples,Private equity,Finance & Investments,United States,True,M,1959-02-09 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
1589,1575,1900000000,Richard Kayne,77.0,United States,Santa Monica,Investments,Finance & Investments,United States,True,M,1946-01-01 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
1590,1575,1900000000,Dominika Kulczyk,45.0,United Kingdom,London,Diversified,Finance & Investments,Poland,False,F,1977-07-30 00:00:00,18.0,0.929,80.7,17.3,13.4,45225.0,Very high,3070667732359.21,26.3806653552082,102.179847717285,77.0131607055664
1591,1575,1900000000,Edward Lampert,60.0,United States,Miami Beach,Sears,Finance & Investments,United States,True,M,1962-07-19 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
1592,1575,1900000000,Somsri Lamsam,,Thailand,Bangkok,Diversified,Diversified,Thailand,False,M,,66.0,0.8,78.7,15.9,8.7,17030.0,High,495340592811.188,14.3241419736655,101.586883544922,49.135627746582
1593,1575,1900000000,James Leprino,85.0,United States,Indian Hills,Cheese,Food & Beverage,United States,False,M,1937-11-22 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
1594,1575,1900000000,David Lichtenstein,61.0,United States,Monsey,Real estate,Real Estate,United States,True,M,1961-11-21 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
1595,1575,1900000000,Lin Dingqiang & family,56.0,China,Beijing,Real estate,Real Estate,Hong Kong,True,M,1966-10-01 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
1596,1575,1900000000,Sarah MacMillan,69.0,United States,Los Angeles,Cargill,Food & Beverage,United States,False,F,1954-01-01 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
1597,1575,1900000000,Strive Masiyiwa,62.0,United Kingdom,London,Telecom,Telecom,Zimbabwe,True,M,1961-01-29 00:00:00,18.0,0.929,80.7,17.3,13.4,45225.0,Very high,3070667732359.21,26.3806653552082,102.179847717285,77.0131607055664
1598,1575,1900000000,Robert Miller,89.0,"Hong Kong, China (SAR)",Hong Kong,Retail,Fashion & Retail,United Kingdom,True,M,1933-05-23 00:00:00,4.0,0.952,85.5,17.3,12.2,62607.0,Very high,359838598806.091,,103.451057434082,104.223243713379
1599,1575,1900000000,Simon Nixon,55.0,United Kingdom,"St. Brelade, Jersey",Price comparison website,Technology,United Kingdom,True,M,1967-08-01 00:00:00,18.0,0.929,80.7,17.3,13.4,45225.0,Very high,3070667732359.21,26.3806653552082,102.179847717285,77.0131607055664
1600,1575,1900000000,Kentaro Ogawa,74.0,Japan,Tokyo,Restaurants,Food & Beverage,Japan,True,M,1948-07-01 00:00:00,19.0,0.925,84.8,15.2,13.4,42274.0,Very high,4231141201863.17,11.5907617945814,102.736831665039,62.1358413696289
1601,1575,1900000000,Ajay Parekh,65.0,India,Mumbai,Adhesives,Manufacturing,India,False,M,1957-06-23 00:00:00,132.0,0.633,67.2,11.9,6.7,6590.0,Medium,3385089881935.39,12.0174277483166,108.145172119141,31.5712585449219
1602,1575,1900000000,Narendrakumar Parekh,84.0,India,Mumbai,Adhesives,Manufacturing,India,False,M,1938-04-17 00:00:00,132.0,0.633,67.2,11.9,6.7,6590.0,Medium,3385089881935.39,12.0174277483166,108.145172119141,31.5712585449219
1603,1575,1900000000,Jennifer Pritzker,72.0,United States,Chicago,"Hotels, investments",Finance & Investments,United States,False,F,1950-08-13 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
1604,1575,1900000000,G. Rajendran,80.0,India,Chennai,Jewellery,Fashion & Retail,India,True,M,1942-10-05 00:00:00,132.0,0.633,67.2,11.9,6.7,6590.0,Medium,3385089881935.39,12.0174277483166,108.145172119141,31.5712585449219
1605,1575,1900000000,Ren Jianhua,66.0,China,Hangzhou,Kitchen appliances,Manufacturing,China,True,M,1956-08-01 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
1606,1575,1900000000,Larry Robbins,53.0,United States,Alpine,Hedge funds,Finance & Investments,United States,True,M,1969-10-21 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
1607,1575,1900000000,Dwight Schar,81.0,United States,Palm Beach,"Homebuilding, NFL team",Construction & Engineering,United States,True,M,1942-02-08 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
1608,1575,1900000000,Shao Jianxiong,,China,Hangzhou,Photovoltaics,Energy,China,True,M,,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
1609,1575,1900000000,Qinxiang Shao,68.0,China,Hangzhou,Diversified,Manufacturing,China,True,M,1954-09-01 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
1610,1575,1900000000,Hua Shen,60.0,China,Jiaxing,Semiconductors,Technology,United States,True,M,1963-01-01 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
1611,1575,1900000000,Shi Wen-long,95.0,Taiwan,Tainan,Plastics,Manufacturing,Taiwan,True,M,1928-02-01 00:00:00,,,,,,,,,,,
1612,1575,1900000000,Peter Sondakh,73.0,Indonesia,Surabaya,Investments,Finance & Investments,Indonesia,True,M,1950-02-26 00:00:00,114.0,0.705,67.6,13.7,8.6,11466.0,High,1319100220389.02,9.09404244081396,100.644996643066,42.633171081543
1613,1575,1900000000,Lucy Stitzer,63.0,United States,Greenwich,Cargill,Food & Beverage,United States,False,F,1960-01-01 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
1614,1575,1900000000,Elizabeth Sy,70.0,Philippines,Manila,Diversified,Diversified,Philippines,False,F,1952-06-01 00:00:00,116.0,0.699,69.3,13.1,9.0,8920.0,Medium,404284327311.713,14.1300039313661,91.8715515136719,34.8905982971191
1615,1575,1900000000,Hermanto Tanoko,60.0,Indonesia,Surabaya,Paints,Manufacturing,Indonesia,False,M,1962-09-17 00:00:00,114.0,0.705,67.6,13.7,8.6,11466.0,High,1319100220389.02,9.09404244081396,100.644996643066,42.633171081543
1616,1575,1900000000,Mehmet Sinan Tara,64.0,Türkiye,Istanbul,Construction,Construction & Engineering,Turkey,False,M,1958-05-24 00:00:00,48.0,0.838,76.0,18.3,8.6,31033.0,Very high,905987824096.127,17.8817572111649,102.596397399902,125.763786315918
1617,1575,1900000000,Masateru Uno & family,76.0,Japan,Fukuoka,Drugstores,Fashion & Retail,Japan,True,M,1947-02-06 00:00:00,19.0,0.925,84.8,15.2,13.4,42274.0,Very high,4231141201863.17,11.5907617945814,102.736831665039,62.1358413696289
1618,1575,1900000000,Vardis Vardinoyannis & family,90.0,Greece,Athens,Oil and gas,Energy,Greece,True,M,1933-01-01 00:00:00,33.0,0.887,80.1,20.0,11.4,29002.0,Very high,219065872466.25,25.3409108810727,98.6386108398438,150.201766967773
1619,1575,1900000000,Jitendra Virwani,57.0,India,Bangalore,Real estate,Real Estate,India,False,M,1966-02-18 00:00:00,132.0,0.633,67.2,11.9,6.7,6590.0,Medium,3385089881935.39,12.0174277483166,108.145172119141,31.5712585449219
1620,1575,1900000000,Wang Chaobin,67.0,China,Zhengzhou,Real estate,Real Estate,China,True,M,1956-01-01 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
1621,1575,1900000000,Wang Ren-sheng,91.0,China,Zhengzhou,Retail,Fashion & Retail,Taiwan,True,M,1931-12-01 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
1622,1575,1900000000,Charlotte Colket Weber,80.0,United States,Hobe Sound,Campbell Soup,Food & Beverage,United States,False,F,1942-11-19 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
1623,1575,1900000000,Xie Juhua & family,72.0,China,Nanjing,Pharmaceuticals,Healthcare,China,False,F,1951-01-01 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
1624,1575,1900000000,Chuanhua Xu & family,88.0,China,Hangzhou,"Chemicals, logistics",Manufacturing,China,True,M,1935-01-01 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
1625,1575,1900000000,Gavril Yushvaev & family,65.0,Israel,,"Precious metals, real estate",Finance & Investments,Russia,True,M,1957-07-23 00:00:00,22.0,0.919,82.3,16.1,13.3,41524.0,Very high,522033446211.625,24.6154201086698,96.2489776611328,58.9942817687988
1626,1575,1900000000,Zhang Hongwei,68.0,China,Beijing,"Oil, banking",Diversified,China,True,M,1954-12-26 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
1627,1575,1900000000,Anita Zucker,71.0,United States,Charleston,Chemicals,Manufacturing,United States,False,F,1952-01-19 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
1628,1647,1800000000,Cameron Adams,43.0,Australia,Sydney,Software,Technology,Australia,True,M,1979-12-26 00:00:00,5.0,0.951,84.5,21.1,12.7,49238.0,Very high,1675418665067.09,23.1275046036399,99.9291534423828,112.688293457031
1629,1647,1800000000,Will Adderley,51.0,United Kingdom,,Home furnishings,Fashion & Retail,United Kingdom,False,M,1972-03-04 00:00:00,18.0,0.929,80.7,17.3,13.4,45225.0,Very high,3070667732359.21,26.3806653552082,102.179847717285,77.0131607055664
1630,1647,1800000000,Faisal Bin Qassim Al Thani,75.0,Qatar,Doha,"Hotels, diversified",Diversified,Qatar,True,M,1948-01-01 00:00:00,42.0,0.855,79.3,12.6,10.0,87134.0,Very high,237295575171.103,,102.090957641602,35.0854911804199
1631,1647,1800000000,Leslie Alexander,79.0,United States,Houston,Sports team,Sports,United States,True,M,1943-06-30 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
1632,1647,1800000000,Masaaki Arai,57.0,Japan,Tokyo,Home sales,Real Estate,Japan,True,M,1965-10-29 00:00:00,19.0,0.925,84.8,15.2,13.4,42274.0,Very high,4231141201863.17,11.5907617945814,102.736831665039,62.1358413696289
1633,1647,1800000000,Sabrina Benetton,49.0,Italy,Treviso,"Fashion retail, investments",Fashion & Retail,Italy,False,F,1973-10-04 00:00:00,30.0,0.895,82.9,16.2,10.7,42840.0,Very high,2010431598465.38,25.410541533435,101.617156982422,71.2871170043945
1634,1647,1800000000,Sanjeev Bikhchandani,59.0,India,Delhi,Internet,Technology,India,True,M,1963-06-29 00:00:00,132.0,0.633,67.2,11.9,6.7,6590.0,Medium,3385089881935.39,12.0174277483166,108.145172119141,31.5712585449219
1635,1647,1800000000,O. Francis Biondi,58.0,United States,New York,Hedge funds,Finance & Investments,United States,True,M,1964-07-04 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
1636,1647,1800000000,Alejandro Bulgheroni,78.0,Uruguay,Manantiales,Oil & gas,Energy,Argentina,False,M,1944-11-01 00:00:00,58.0,0.809,75.4,16.8,9.0,21269.0,Very high,71177146197.4951,18.515468083928,107.99080657959,75.17138671875
1637,1647,1800000000,R.G. Chandramogan,74.0,India,Chennai,Dairy,Food & Beverage,India,True,M,1949-03-01 00:00:00,132.0,0.633,67.2,11.9,6.7,6590.0,Medium,3385089881935.39,12.0174277483166,108.145172119141,31.5712585449219
1638,1647,1800000000,Binod Chaudhary,67.0,Nepal,Kathmandu,Diversified,Diversified,Nepal,False,M,1955-04-14 00:00:00,143.0,0.602,68.4,12.9,5.1,3877.0,Medium,40828247302.4851,17.4853032787958,118.803955078125,13.9988746643066
1639,1647,1800000000,Parker Conrad,42.0,United States,San Francisco,Software,Technology,United States,True,M,1980-04-13 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
1640,1647,1800000000,Tim Cook,62.0,United States,Cupertino,Apple,Technology,United States,True,M,1960-11-01 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
1641,1647,1800000000,Mark Coombs,62.0,United Kingdom,London,Finance,Finance & Investments,United Kingdom,True,M,1961-01-01 00:00:00,18.0,0.929,80.7,17.3,13.4,45225.0,Very high,3070667732359.21,26.3806653552082,102.179847717285,77.0131607055664
1642,1647,1800000000,John de Mol,68.0,Netherlands,Blaricum,TV programs,Media & Entertainment,Netherlands,True,M,1955-03-24 00:00:00,10.0,0.941,81.7,18.7,12.6,55979.0,Very high,991114635529.187,24.7812313698902,104.378402709961,88.9542617797852
1643,1647,1800000000,D. Leopoldo Del Pino,60.0,Spain,Madrid,Construction,Construction & Engineering,Spain,False,M,1962-07-30 00:00:00,27.0,0.905,83.0,17.9,10.6,38354.0,Very high,1397509272054.48,15.2250253140013,102.899139404297,94.5903778076172
1644,1647,1800000000,Diao Zhizhong,59.0,China,Beijing,Software,Technology,China,True,M,1963-11-06 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
1645,1647,1800000000,Robert Duggan,78.0,United States,Clearwater,Pharmaceuticals,Healthcare,United States,True,M,1944-04-28 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
1646,1647,1800000000,James France,78.0,United States,Daytona Beach,"Nascar, racing",Sports,United States,False,M,1944-10-24 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
1647,1647,1800000000,Phillip Frost,86.0,United States,Miami Beach,Pharmaceuticals,Healthcare,United States,True,M,1936-11-11 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
1648,1647,1800000000,Jayme Garfinkel & family,77.0,Brazil,Sao Paulo,Insurance,Finance & Investments,Brazil,False,M,1945-11-30 00:00:00,87.0,0.754,72.8,15.6,8.1,14370.0,High,1920095560995.06,14.316847461319,103.4716796875,56.8306198120117
1649,1647,1800000000,Christopher Goldsbury,80.0,United States,San Antonio,Salsa,Food & Beverage,United States,False,M,1943-01-01 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
1650,1647,1800000000,Yusuf Hamied,86.0,India,Mumbai,Pharmaceuticals,Healthcare,India,False,M,1936-07-26 00:00:00,132.0,0.633,67.2,11.9,6.7,6590.0,Medium,3385089881935.39,12.0174277483166,108.145172119141,31.5712585449219
1651,1647,1800000000,Brian Higgins,58.0,United States,New York,Hedge funds,Finance & Investments,United States,True,M,1965-02-08 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
1652,1647,1800000000,Wei Huang,63.0,China,Hangzhou,Real estate,Real Estate,China,True,M,1959-09-30 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
1653,1647,1800000000,Yintai Jiang & family,72.0,China,Shanghai,Auto parts,Automotive,China,True,M,1950-07-30 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
1654,1647,1800000000,Lei Jin,57.0,China,Changchun,Pharmaceuticals,Healthcare,China,True,M,1965-08-01 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
1655,1647,1800000000,Jin Lei & family,68.0,China,Beijing,Medical equipment,Healthcare,China,True,M,1954-09-23 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
1656,1647,1800000000,Valentin Kipyatkov,46.0,Cyprus,Peyia,Software,Technology,Cyprus,True,M,1976-06-05 00:00:00,29.0,0.896,81.2,15.6,12.4,38188.0,Very high,28439052740.8561,24.1123097806673,99.1028137207031,96.5377883911133
1657,1647,1800000000,Koo Kwang-mo,45.0,Korea (Republic of),Seoul,LG,Diversified,South Korea,False,M,1978-01-23 00:00:00,19.0,0.925,83.7,16.5,12.5,44501.0,Very high,1665245538594.96,16.803723607088,98.67578125,100.317680358887
1658,1647,1800000000,George Kurtz,52.0,United States,Paradise Valley,Security software,Technology,United States,True,M,1970-10-01 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
1659,1647,1800000000,Joe Lacob,67.0,United States,Atherton,Golden State Warriors,Sports,United States,True,M,1956-01-10 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
1660,1647,1800000000,Joe Lau,33.0,United States,Stanford,"Blockchain, technology",Technology,United States,True,M,1989-07-01 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
1661,1647,1800000000,Louise Lindh,43.0,Sweden,Stockholm,Investments,Diversified,Sweden,False,F,1979-10-20 00:00:00,7.0,0.947,83.0,19.4,12.6,54489.0,Very high,585939170123.856,27.3368192104049,117.347633361816,85.9426193237305
1662,1647,1800000000,Luo Yangyong & family,47.0,China,Panzhihua,Mining,Metals & Mining,China,True,M,1975-06-02 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
1663,1647,1800000000,Joao Roberto Marinho,69.0,Brazil,Rio de Janeiro,Media,Media & Entertainment,Brazil,False,M,1953-09-16 00:00:00,87.0,0.754,72.8,15.6,8.1,14370.0,High,1920095560995.06,14.316847461319,103.4716796875,56.8306198120117
1664,1647,1800000000,Jose Roberto Marinho,67.0,Brazil,Rio de Janeiro,Media,Media & Entertainment,Brazil,False,M,1955-12-26 00:00:00,87.0,0.754,72.8,15.6,8.1,14370.0,High,1920095560995.06,14.316847461319,103.4716796875,56.8306198120117
1665,1647,1800000000,Roberto Irineu Marinho,75.0,Brazil,Rio de Janeiro,Media,Media & Entertainment,Brazil,False,M,1947-10-13 00:00:00,87.0,0.754,72.8,15.6,8.1,14370.0,High,1920095560995.06,14.316847461319,103.4716796875,56.8306198120117
1666,1647,1800000000,Gary Michelson,74.0,United States,Los Angeles,Medical patents,Healthcare,United States,True,M,1949-01-14 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
1667,1647,1800000000,Robert G. Miller,77.0,Canada,Montreal,Electronics components,Technology,Canada,True,M,1945-07-03 00:00:00,15.0,0.936,82.7,16.4,13.8,46808.0,Very high,2139840023673.81,13.2594283273391,96.2922668457031,77.8016510009766
1668,1647,1800000000,David Mindus,51.0,Sweden,Stockholm,Real estate,Real Estate,Sweden,True,M,1972-01-26 00:00:00,7.0,0.947,83.0,19.4,12.6,54489.0,Very high,585939170123.856,27.3368192104049,117.347633361816,85.9426193237305
1669,1647,1800000000,Adriaan Mol,39.0,Netherlands,Amsterdam,Fintech,Technology,Netherlands,True,M,1984-03-14 00:00:00,10.0,0.941,81.7,18.7,12.6,55979.0,Very high,991114635529.187,24.7812313698902,104.378402709961,88.9542617797852
1670,1647,1800000000,Mofatraj Munot,78.0,India,Mumbai,Real estate,Real Estate,India,True,M,1944-10-04 00:00:00,132.0,0.633,67.2,11.9,6.7,6590.0,Medium,3385089881935.39,12.0174277483166,108.145172119141,31.5712585449219
1671,1647,1800000000,Ezra Nahmad,77.0,Monaco,Monte Carlo,Art,Finance & Investments,Monaco,False,M,1945-07-31 00:00:00,,,,,,,,8596156573.64327,,126.725776672363,49.079029083252
1672,1647,1800000000,Satyanarayan Nuwal,70.0,India,Nagpur,Industrial explosives,Manufacturing,India,True,M,1952-07-25 00:00:00,132.0,0.633,67.2,11.9,6.7,6590.0,Medium,3385089881935.39,12.0174277483166,108.145172119141,31.5712585449219
1673,1647,1800000000,Nihat Ozdemir,72.0,Türkiye,Ankara,Diversified,Diversified,Turkey,True,M,1950-04-05 00:00:00,48.0,0.838,76.0,18.3,8.6,31033.0,Very high,905987824096.127,17.8817572111649,102.596397399902,125.763786315918
1674,1647,1800000000,Benjamin Zhengmin Pan & family,53.0,China,Shenzhen,Electronics,Technology,China,True,M,1969-12-01 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
1675,1647,1800000000,Pierre Karl Péladeau,61.0,Canada,Montreal,Media,Media & Entertainment,Canada,False,M,1961-10-16 00:00:00,15.0,0.936,82.7,16.4,13.8,46808.0,Very high,2139840023673.81,13.2594283273391,96.2922668457031,77.8016510009766
1676,1647,1800000000,Ronald Perelman,80.0,United States,New York,Leveraged buyouts,Finance & Investments,United States,True,M,1943-01-01 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
1677,1647,1800000000,Olivier Pomel,46.0,United States,New York,Cloud computing,Technology,France,True,M,1977-03-26 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
1678,1647,1800000000,Krit Ratanarak,76.0,Thailand,Bangkok,"Media, real estate",Media & Entertainment,Thailand,False,M,1946-04-19 00:00:00,66.0,0.8,78.7,15.9,8.7,17030.0,High,495340592811.188,14.3241419736655,101.586883544922,49.135627746582
1679,1647,1800000000,Vinod Saraf,70.0,India,Mumbai,Chemicals,Manufacturing,India,True,M,1952-06-16 00:00:00,132.0,0.633,67.2,11.9,6.7,6590.0,Medium,3385089881935.39,12.0174277483166,108.145172119141,31.5712585449219
1680,1647,1800000000,Karin Schick,,Germany,Gaildorf,Information technology,Technology,Germany,False,F,,9.0,0.942,80.6,17.0,14.1,54534.0,Very high,4072191736089.51,11.2252932602207,101.346549987793,75.6655426025391
1681,1647,1800000000,Anatoly Sedykh,58.0,Russian Federation,Moscow,Steel pipes,Metals & Mining,Russia,True,M,1964-11-28 00:00:00,52.0,0.822,69.4,15.8,12.8,27166.0,Very high,2240422438363.27,11.6475664289146,104.132827758789,83.3284912109375
1682,1647,1800000000,Genhuo Shao,57.0,China,Beijing,Agribusiness,Food & Beverage,China,True,M,1965-07-29 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
1683,1647,1800000000,Shen Xiqiang & family,75.0,China,Yixing,Chemical,Energy,China,True,M,1948-03-02 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
1684,1647,1800000000,S.D. Shibulal,68.0,India,Bangalore,Software services,Technology,India,True,M,1955-03-01 00:00:00,132.0,0.633,67.2,11.9,6.7,6590.0,Medium,3385089881935.39,12.0174277483166,108.145172119141,31.5712585449219
1685,1647,1800000000,Suh Kyung-bae,60.0,Korea (Republic of),Seoul,Cosmetics,Fashion & Retail,South Korea,False,M,1963-01-14 00:00:00,19.0,0.925,83.7,16.5,12.5,44501.0,Very high,1665245538594.96,16.803723607088,98.67578125,100.317680358887
1686,1647,1800000000,Bambang Sutantio,64.0,Indonesia,,Dairy & consumer products,Food & Beverage,Indonesia,True,M,1958-12-26 00:00:00,114.0,0.705,67.6,13.7,8.6,11466.0,High,1319100220389.02,9.09404244081396,100.644996643066,42.633171081543
1687,1647,1800000000,Sze Man Bok,73.0,China,Jinjiang,Hygiene products,Manufacturing,China,True,M,1950-01-01 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
1688,1647,1800000000,Jim Thompson,83.0,"Hong Kong, China (SAR)",Hong Kong,Logistics,Logistics,United States,True,M,1940-01-14 00:00:00,4.0,0.952,85.5,17.3,12.2,62607.0,Very high,359838598806.091,,103.451057434082,104.223243713379
1689,1647,1800000000,Tran Dinh Long,62.0,Viet Nam,Hanoi,Steel,Manufacturing,Vietnam,True,M,1961-01-01 00:00:00,115.0,0.703,73.6,13.0,8.4,7867.0,High,408802379068.229,,123.133720397949,42.2242393493652
1690,1647,1800000000,Alan Trefler,67.0,United States,Brookline,Software,Technology,United States,True,M,1956-03-10 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
1691,1647,1800000000,Riaz Valani,46.0,United States,Malibu,E-cigarettes,Finance & Investments,United States,True,M,1976-09-01 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
1692,1647,1800000000,Pieter van der Does,53.0,Netherlands,Amsterdam,Payments software,Technology,Netherlands,True,M,1969-05-01 00:00:00,10.0,0.941,81.7,18.7,12.6,55979.0,Very high,991114635529.187,24.7812313698902,104.378402709961,88.9542617797852
